127.0.0.1 - - [04/Jun/2023:17:46:25 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:46:26 +0530] "GET /PhoneBookProject/ HTTP/1.1" 200 29305
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:46:35 +0530] "GET /PhoneBookProject/Login.jsp HTTP/1.1" 500 2852
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:46:35 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:48:11 +0530] "GET /PhoneBookProject/ HTTP/1.1" 200 29305
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:48:14 +0530] "GET /PhoneBookProject/Login.jsp HTTP/1.1" 200 3874
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:48:14 +0530] "GET /assets/js/off-canvas.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:48:14 +0530] "GET /assets/js/hoverable-collapse.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:48:14 +0530] "GET /assets/vendors/js/vendor.bundle.base.js HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:48:14 +0530] "GET /assets/js/misc.js HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:48:24 +0530] "GET /PhoneBookProject/Usersignup.jsp HTTP/1.1" 200 7265
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:48:24 +0530] "GET /assets/vendors/js/vendor.bundle.base.js HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:48:24 +0530] "GET /assets/js/off-canvas.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:48:24 +0530] "GET /assets/js/misc.js HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:48:24 +0530] "GET /assets/js/hoverable-collapse.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:49:39 +0530] "POST /PhoneBookProject/PhoneBookController HTTP/1.1" 200 29305
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:49:41 +0530] "GET /PhoneBookProject/Login.jsp HTTP/1.1" 200 3874
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:49:41 +0530] "GET /assets/js/hoverable-collapse.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:49:41 +0530] "GET /assets/js/off-canvas.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:49:41 +0530] "GET /assets/js/misc.js HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:49:41 +0530] "GET /assets/vendors/js/vendor.bundle.base.js HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:49:50 +0530] "POST /PhoneBookProject/PhoneBookController HTTP/1.1" 200 3961
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:49:50 +0530] "GET /assets/vendors/js/vendor.bundle.base.js HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:49:50 +0530] "GET /assets/js/misc.js HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:49:50 +0530] "GET /assets/js/hoverable-collapse.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:49:50 +0530] "GET /assets/js/off-canvas.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:49:58 +0530] "POST /PhoneBookProject/PhoneBookController HTTP/1.1" 200 34108
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:50:06 +0530] "GET /PhoneBookProject/PhoneBookController?Action=TOCREATCONTECT HTTP/1.1" 200 25513
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:50:39 +0530] "GET /PhoneBookProject/PhoneBookController?Name=sheetal++patidar&Email=sheetal%40gmail.com&Phone=9089876678&Address=indor&Action=ADDCONTECT HTTP/1.1" 200 26048
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:50:39 +0530] "GET /PhoneBookProject/pages/login/unfav.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:50:49 +0530] "GET /PhoneBookProject/PhoneBookController?Action=CONTECTFAVORAITE&cid=97654450&conisfav=false HTTP/1.1" 200 26071
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:50:49 +0530] "GET /PhoneBookProject/pages/login/fav.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:50:54 +0530] "GET /PhoneBookProject/PhoneBookController?Action=TOEDITCONTECT&cid=97654450 HTTP/1.1" 200 20299
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:50:59 +0530] "GET /PhoneBookProject/PhoneBookController?name=sheetal++&email=sheetal%40gmail.com&mobaile=9089876678&address=indor&Action=EDITCONTECT&conId=97654450 HTTP/1.1" 200 26064
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:51:09 +0530] "GET /PhoneBookProject/PhoneBookController?Action=TOCREATEGROUP HTTP/1.1" 200 21293
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:51:13 +0530] "GET /PhoneBookProject/PhoneBookController?gname=famaily&Action=ADDGROUP HTTP/1.1" 200 34287
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:51:16 +0530] "GET /PhoneBookProject/PhoneBookController?Action=GETGROUP&gid=94461853 HTTP/1.1" 200 33519
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:51:16 +0530] "GET /PhoneBookProject/pages/login/del.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:51:16 +0530] "GET /PhoneBookProject/pages/login/conadd.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:51:21 +0530] "GET /PhoneBookProject/PhoneBookController?Action=GROUPFAV&gisfav=false&gid=94461853 HTTP/1.1" 200 33527
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:51:28 +0530] "GET /PhoneBookProject/PhoneBookController?Action=GETALLCONTECTFORGROUP&gid=94461853 HTTP/1.1" 200 25837
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:51:33 +0530] "GET /PhoneBookProject/PhoneBookController?contect=97654450&Action=ADDCONTECTTOGROUP&gid=94461853 HTTP/1.1" 200 34244
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:51:40 +0530] "GET /PhoneBookProject/PhoneBookController?Action=GETUSER HTTP/1.1" 200 21916
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:51:40 +0530] "GET /login/download.png HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:51:51 +0530] "GET /PhoneBookProject/PhoneBookController?Name=goutam+&Address=indore&Mobile=7067576677&Email=goutam%40gmail.com&Role=&Role=user&Action=UPDATEPROFILE HTTP/1.1" 200 34280
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:53:55 +0530] "GET /SMS/ HTTP/1.1" 200 887
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:53:55 +0530] "GET /SMS/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:53:55 +0530] "GET /SMS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:53:55 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:53:58 +0530] "GET /SMS/addstudent.jsp HTTP/1.1" 200 2076
0:0:0:0:0:0:0:1 - - [04/Jun/2023:17:54:10 +0530] "POST /SMS/StudentController HTTP/1.1" 200 3561
